age_upon_outcome,animal_id_outcome,date_of_birth,outcome_subtype,outcome_type,sex_upon_outcome,age_upon_outcome_(days),age_upon_outcome_(years),age_upon_outcome_age_group,outcome_datetime,outcome_month,outcome_year,outcome_monthyear,outcome_weekday,outcome_hour,outcome_number,dob_year,dob_month,dob_monthyear,age_upon_intake,animal_id_intake,animal_type,breed,color,found_location,intake_condition,intake_type,sex_upon_intake,count,age_upon_intake_(days),age_upon_intake_(years),age_upon_intake_age_group,intake_datetime,intake_month,intake_year,intake_monthyear,intake_weekday,intake_hour,intake_number,time_in_shelter,time_in_shelter_days
5 years,A527020,2008-07-31 0:00,,Return to Owner,Spayed Female,1825,5,"(2.5, 5.0]",2014-07-05 14:43,7,2014,Jul-14,Saturday,14,1,2008,7,Jul-14,5 years,A527020,Dog,Bull Terrier Mix,Black/White,Harris Branch Pkwy And Speyside Dr in Austin (TX),Normal,Stray,Spayed Female,1,1825,5,"(2.5, 5.0]",2014-07-04 14:47,7,2014,Jul-14,Friday,14,1,0 days 23:56:00.000000000,0.997222222
6 years,A527094,2007-11-01 0:00,,Adoption,Neutered Male,2190,6,"(5.0, 7.5]",2014-01-03 17:58,1,2014,Jan-14,Friday,17,1,2007,11,Jan-14,6 years,A527094,Cat,Domestic Shorthair Mix,Black,Boothill Dr in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2013-12-30 12:41,12,2013,Dec-13,Monday,12,1,4 days 05:17:00.000000000,4.220138889
6 years,A527170,2008-08-02 0:00,Aggressive,Euthanasia,Spayed Female,2190,6,"(5.0, 7.5]",2015-01-27 11:56,1,2015,Jan-15,Tuesday,11,1,2008,8,Jan-15,6 years,A527170,Dog,Pit Bull Mix,Black/Brown Brindle,1701 Westmoor Dr in Austin (TX),Normal,Owner Surrender,Spayed Female,1,2190,6,"(5.0, 7.5]",2015-01-24 10:19,1,2015,Jan-15,Saturday,10,1,3 days 01:37:00.000000000,3.067361111
8 years,A527215,2005-11-13 0:00,,Return to Owner,Neutered Male,2920,8,"(7.5, 10.0]",2014-02-28 15:16,2,2014,Feb-14,Friday,15,1,2005,11,Feb-14,8 years,A527215,Dog,Labrador Retriever,Black,Bouldin Ave & Monroe St W in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2014-02-27 18:54,2,2014,Feb-14,Thursday,18,1,0 days 20:22:00.000000000,0.848611111
11 years,A527519,2004-11-12 0:00,Partner,Transfer,Spayed Female,4015,11,"(10.0, 12.5]",2016-06-29 11:32,6,2016,Jun-16,Wednesday,11,1,2004,11,Jun-16,11 years,A527519,Dog,Pit Bull Mix,Tan/White,7020 Grand Canyon Dr in Austin (TX),Normal,Stray,Spayed Female,1,4015,11,"(10.0, 12.5]",2016-05-24 0:00,5,2016,May-16,Tuesday,0,1,36 days 11:32:00.000000000,36.48055556
10 years,A527535,2006-11-09 0:00,Partner,Transfer,Neutered Male,3650,10,"(7.5, 10.0]",2016-12-23 11:41,12,2016,Dec-16,Friday,11,1,2006,11,Dec-16,10 years,A527535,Dog,Chihuahua Shorthair Mix,Brown/Tan,Austin (TX),Normal,Owner Surrender,Neutered Male,1,3650,10,"(7.5, 10.0]",2016-12-22 13:08,12,2016,Dec-16,Thursday,13,1,0 days 22:33:00.000000000,0.939583333
7 years,A527825,2007-11-09 0:00,Partner,Transfer,Spayed Female,2555,7,"(5.0, 7.5]",2014-11-23 14:27,11,2014,Nov-14,Sunday,14,1,2007,11,Nov-14,7 years,A527825,Dog,Chihuahua Shorthair Mix,Brown,7102 Meadow Bend in Austin (TX),Injured,Stray,Spayed Female,1,2555,7,"(5.0, 7.5]",2014-11-13 16:35,11,2014,Nov-14,Thursday,16,1,9 days 21:52:00.000000000,9.911111111
9 years,A527951,2007-09-10 0:00,,Return to Owner,Spayed Female,3285,9,"(7.5, 10.0]",2017-05-28 11:53,5,2017,May-17,Sunday,11,1,2007,9,May-17,9 years,A527951,Dog,Pit Bull,Brown Brindle/White,W Stassney Ln & Emerald Forest Dr in Austin (TX),Normal,Stray,Spayed Female,1,3285,9,"(7.5, 10.0]",2017-05-27 12:57,5,2017,May-17,Saturday,12,1,0 days 22:56:00.000000000,0.955555556
20 years,A528040,1997-11-11 0:00,,Return to Owner,Spayed Female,7300,20,"(17.5, 20.0]",2018-02-11 13:28,2,2018,Feb-18,Sunday,13,1,1997,11,Feb-18,20 years,A528040,Dog,Miniature Schnauzer Mix,Gray/Black,Joy Lane in Austin (TX),Injured,Stray,Spayed Female,1,7300,20,"(17.5, 20.0]",2018-02-11 8:06,2,2018,Feb-18,Sunday,8,1,0 days 05:22:00.000000000,0.223611111
19 years,A528040,1997-11-11 0:00,,Return to Owner,Spayed Female,6935,19,"(17.5, 20.0]",2017-08-11 14:04,8,2017,Aug-17,Friday,14,2,1997,11,Aug-17,19 years,A528040,Dog,Miniature Schnauzer Mix,Gray/Black,Putnam Drive in Austin (TX),Normal,Stray,Spayed Female,1,6935,19,"(17.5, 20.0]",2017-08-11 11:37,8,2017,Aug-17,Friday,11,2,0 days 02:27:00.000000000,0.102083333
6 years,A528321,2008-05-02 0:00,,Adoption,Spayed Female,2190,6,"(5.0, 7.5]",2014-05-18 17:42,5,2014,May-14,Sunday,17,1,2008,5,May-14,5 years,A528321,Dog,Akita,White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1825,5,"(2.5, 5.0]",2014-04-26 17:07,4,2014,Apr-14,Saturday,17,1,22 days 00:35:00.000000000,22.02430556
6 years,A528322,2007-11-15 0:00,,Adoption,Neutered Male,2190,6,"(5.0, 7.5]",2014-05-04 13:22,5,2014,May-14,Sunday,13,1,2007,11,May-14,6 years,A528322,Dog,Siberian Husky,Brown/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-04-26 17:07,4,2014,Apr-14,Saturday,17,1,7 days 20:15:00.000000000,7.84375
8 years,A528354,2007-11-19 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2016-11-07 14:18,11,2016,Nov-16,Monday,14,1,2007,11,Nov-16,8 years,A528354,Cat,Siamese Mix,Tortie Point,1180 Sol Wilson Ave in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2016-11-02 18:36,11,2016,Nov-16,Wednesday,18,1,4 days 19:42:00.000000000,4.820833333
6 years,A528477,2008-03-17 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2014-10-23 19:12,10,2014,Oct-14,Thursday,19,1,2008,3,Oct-14,6 years,A528477,Dog,English Foxhound Mix,Tricolor,Congress And Stassney in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-10-23 13:57,10,2014,Oct-14,Thursday,13,1,0 days 05:15:00.000000000,0.21875
5 years,A528477,2008-03-17 0:00,,Return to Owner,Neutered Male,1825,5,"(2.5, 5.0]",2013-10-30 18:41,10,2013,Oct-13,Wednesday,18,2,2008,3,Oct-13,5 years,A528477,Dog,English Foxhound Mix,Tricolor,S 1St St in Austin (TX),Normal,Stray,Neutered Male,1,1825,5,"(2.5, 5.0]",2013-10-27 19:21,10,2013,Oct-13,Sunday,19,2,2 days 23:20:00.000000000,2.972222222
7 years,A528524,2008-03-18 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2016-03-05 11:57,3,2016,Mar-16,Saturday,11,1,2008,3,Mar-16,7 years,A528524,Dog,Beagle Mix,Red/White,Austin (TX),Injured,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2016-03-05 7:58,3,2016,Mar-16,Saturday,7,1,0 days 03:59:00.000000000,0.165972222
6 years,A528524,2008-03-18 0:00,,Adoption,Neutered Male,2190,6,"(5.0, 7.5]",2014-09-11 11:24,9,2014,Sep-14,Thursday,11,2,2008,3,Sep-14,6 years,A528524,Dog,Beagle Mix,Red/White,183 & Manor Road in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-09-07 11:04,9,2014,Sep-14,Sunday,11,2,4 days 00:20:00.000000000,4.013888889
10 years,A528954,2008-02-20 0:00,,Return to Owner,Neutered Male,3650,10,"(7.5, 10.0]",2018-03-03 11:31,3,2018,Mar-18,Saturday,11,1,2008,2,Mar-18,10 years,A528954,Dog,Dalmatian Mix,White/Black,1112 Haverford Dr in Austin (TX),Normal,Stray,Neutered Male,1,3650,10,"(7.5, 10.0]",2018-03-02 11:35,3,2018,Mar-18,Friday,11,1,0 days 23:56:00.000000000,0.997222222
5 years,A528982,2007-11-21 0:00,Partner,Transfer,Spayed Female,1825,5,"(2.5, 5.0]",2013-11-04 15:52,11,2013,Nov-13,Monday,15,1,2007,11,Nov-13,5 years,A528982,Dog,Dachshund Mix,Brown,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1825,5,"(2.5, 5.0]",2013-11-01 12:24,11,2013,Nov-13,Friday,12,1,3 days 03:28:00.000000000,3.144444444
11 years,A529027,2004-11-25 0:00,,Return to Owner,Spayed Female,4015,11,"(10.0, 12.5]",2016-04-20 17:23,4,2016,Apr-16,Wednesday,17,1,2004,11,Apr-16,11 years,A529027,Dog,Australian Cattle Dog,Blue Tick/White,3103 Jeanette Ct in Austin (TX),Normal,Stray,Spayed Female,1,4015,11,"(10.0, 12.5]",2016-04-20 13:34,4,2016,Apr-16,Wednesday,13,1,0 days 03:49:00.000000000,0.159027778
6 years,A529211,2007-11-24 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2014-04-15 18:12,4,2014,Apr-14,Tuesday,18,1,2007,11,Apr-14,6 years,A529211,Cat,Domestic Longhair Mix,Blue,5802 Avery Island in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-04-13 16:29,4,2014,Apr-14,Sunday,16,1,2 days 01:43:00.000000000,2.071527778
10 years,A529310,2006-11-25 0:00,,Return to Owner,Spayed Female,3650,10,"(7.5, 10.0]",2017-03-16 18:28,3,2017,Mar-17,Thursday,18,1,2006,11,Mar-17,10 years,A529310,Dog,Vizsla,Red,9625 Covy Ridge Ln in Austin (TX),Normal,Public Assist,Spayed Female,1,3650,10,"(7.5, 10.0]",2017-03-13 12:29,3,2017,Mar-17,Monday,12,1,3 days 05:59:00.000000000,3.249305556
8 years,A529310,2006-11-25 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2015-11-04 15:32,11,2015,Nov-15,Wednesday,15,2,2006,11,Nov-15,8 years,A529310,Dog,Vizsla,Red,9616 N Lamar Blvd in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2015-11-02 15:39,11,2015,Nov-15,Monday,15,2,1 days 23:53:00.000000000,1.995138889
8 years,A529310,2006-11-25 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2015-05-10 17:21,5,2015,May-15,Sunday,17,3,2006,11,May-15,8 years,A529310,Dog,Vizsla,Red,903 W Village Ln in Austin (TX),Normal,Stray,Intact Female,1,2920,8,"(7.5, 10.0]",2015-05-06 7:04,5,2015,May-15,Wednesday,7,3,4 days 10:17:00.000000000,4.428472222
12 years,A529318,2002-11-25 0:00,,Adoption,Neutered Male,4380,12,"(10.0, 12.5]",2015-09-11 15:12,9,2015,Sep-15,Friday,15,1,2002,11,Sep-15,12 years,A529318,Dog,Labrador Retriever Mix,Brown/Black,Lamar Blvd And 183 in Austin (TX),Normal,Stray,Neutered Male,1,4380,12,"(10.0, 12.5]",2015-08-16 14:00,8,2015,Aug-15,Sunday,14,1,26 days 01:12:00.000000000,26.05
5 years,A529609,2008-04-04 0:00,,Return to Owner,Spayed Female,1825,5,"(2.5, 5.0]",2013-10-14 11:10,10,2013,Oct-13,Monday,11,1,2008,4,Oct-13,5 years,A529609,Dog,Belgian Malinois/Australian Shepherd,Brown/Brown Merle,3200 Duval in Austin (TX),Normal,Stray,Spayed Female,1,1825,5,"(2.5, 5.0]",2013-10-13 16:01,10,2013,Oct-13,Sunday,16,1,0 days 19:09:00.000000000,0.797916667
9 years,A529630,2005-12-03 0:00,,Adoption,Spayed Female,3285,9,"(7.5, 10.0]",2015-08-15 17:21,8,2015,Aug-15,Saturday,17,1,2005,12,Aug-15,9 years,A529630,Cat,Domestic Shorthair Mix,Flame Point,7212 Southwind Dr in Austin (TX),Normal,Stray,Spayed Female,1,3285,9,"(7.5, 10.0]",2015-07-19 13:28,7,2015,Jul-15,Sunday,13,1,27 days 03:53:00.000000000,27.16180556
9 years,A529648,2005-12-07 0:00,,Return to Owner,Neutered Male,3285,9,"(7.5, 10.0]",2015-09-06 18:13,9,2015,Sep-15,Sunday,18,1,2005,12,Sep-15,9 years,A529648,Dog,Miniature Pinscher,Black/Tan,509 W 16Th St in Austin (TX),Normal,Stray,Neutered Male,1,3285,9,"(7.5, 10.0]",2015-09-06 10:55,9,2015,Sep-15,Sunday,10,1,0 days 07:18:00.000000000,0.304166667
7 years,A529766,2007-12-01 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2015-03-14 18:46,3,2015,Mar-15,Saturday,18,1,2007,12,Mar-15,7 years,A529766,Dog,Shiba Inu,Red/White,910 East 55Th 1/2 Street in Austin (TX),Normal,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2015-03-14 16:19,3,2015,Mar-15,Saturday,16,1,0 days 02:27:00.000000000,0.102083333
8 years,A529868,2008-04-06 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2016-08-22 15:05,8,2016,Aug-16,Monday,15,1,2008,4,Aug-16,8 years,A529868,Dog,Australian Kelpie Mix,Brown,321 Angel Oak St in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2016-08-22 8:46,8,2016,Aug-16,Monday,8,1,0 days 06:19:00.000000000,0.263194444
6 years,A529881,2007-06-06 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2013-10-26 13:27,10,2013,Oct-13,Saturday,13,1,2007,6,Oct-13,6 years,A529881,Dog,Pit Bull Mix,White/Black,North Ec in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2013-10-26 7:44,10,2013,Oct-13,Saturday,7,1,0 days 05:43:00.000000000,0.238194444
9 years,A529890,2003-12-03 0:00,Aggressive,Euthanasia,Intact Male,3285,9,"(7.5, 10.0]",2013-10-06 16:06,10,2013,Oct-13,Sunday,16,1,2003,12,Oct-13,9 years,A529890,Dog,Pit Bull,Blue/White,Austin (TX),Normal,Euthanasia Request,Intact Male,1,3285,9,"(7.5, 10.0]",2013-10-06 11:57,10,2013,Oct-13,Sunday,11,1,0 days 04:09:00.000000000,0.172916667
4 years,A529956,2010-09-08 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2014-09-08 13:41,9,2014,Sep-14,Monday,13,1,2010,9,Sep-14,3 years,A529956,Dog,Pit Bull Mix,White/Brown,Pleasant Valley in Austin (TX),Normal,Public Assist,Spayed Female,1,1095,3,"(2.5, 5.0]",2014-09-06 13:07,9,2014,Sep-14,Saturday,13,1,2 days 00:34:00.000000000,2.023611111
7 years,A530122,2006-12-05 0:00,Partner,Transfer,Spayed Female,2555,7,"(5.0, 7.5]",2014-07-24 14:32,7,2014,Jul-14,Thursday,14,1,2006,12,Jul-14,7 years,A530122,Dog,Siberian Husky,Black/White,183 & Research Blvd in Austin (TX),Normal,Stray,Intact Female,1,2555,7,"(5.0, 7.5]",2014-07-18 13:43,7,2014,Jul-14,Friday,13,1,6 days 00:49:00.000000000,6.034027778
6 years,A530134,2008-09-20 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2014-10-18 11:49,10,2014,Oct-14,Saturday,11,1,2008,9,Oct-14,6 years,A530134,Dog,Border Collie/Parson Russell Terrier,Tricolor,2807 Cameron Loop #4 in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-10-17 21:59,10,2014,Oct-14,Friday,21,1,0 days 13:50:00.000000000,0.576388889
9 years,A530190,2005-10-23 0:00,Aggressive,Euthanasia,Neutered Male,3285,9,"(7.5, 10.0]",2015-07-21 18:15,7,2015,Jul-15,Tuesday,18,1,2005,10,Jul-15,9 years,A530190,Dog,Labrador Retriever/Golden Retriever,Red,Austin (TX),Normal,Euthanasia Request,Neutered Male,1,3285,9,"(7.5, 10.0]",2015-07-21 11:17,7,2015,Jul-15,Tuesday,11,1,0 days 06:58:00.000000000,0.290277778
15 years,A530302,2003-03-01 0:00,,Adoption,Spayed Female,5475,15,"(12.5, 15.0]",2018-03-18 18:13,3,2018,Mar-18,Sunday,18,1,2003,3,Mar-18,15 years,A530302,Cat,Domestic Shorthair Mix,Blue Tabby,Austin (TX),Normal,Owner Surrender,Spayed Female,1,5475,15,"(12.5, 15.0]",2018-03-01 14:57,3,2018,Mar-18,Thursday,14,1,17 days 03:16:00.000000000,17.13611111
8 years,A530460,2008-08-08 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2016-08-18 11:20,8,2016,Aug-16,Thursday,11,1,2008,8,Aug-16,8 years,A530460,Dog,St. Bernard Rough Coat Mix,Black/Tricolor,West Lynn And 9Th St in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2016-08-17 13:58,8,2016,Aug-16,Wednesday,13,1,0 days 21:22:00.000000000,0.890277778
7 years,A530460,2008-08-08 0:00,,Return to Owner,Spayed Female,2555,7,"(5.0, 7.5]",2015-08-07 15:47,8,2015,Aug-15,Friday,15,2,2008,8,Aug-15,6 years,A530460,Dog,St. Bernard Rough Coat Mix,Black/Tricolor,3401 Redbud Trl in Austin (TX),Normal,Stray,Spayed Female,1,2190,6,"(5.0, 7.5]",2015-08-06 16:09,8,2015,Aug-15,Thursday,16,2,0 days 23:38:00.000000000,0.984722222
7 years,A530461,2008-08-08 0:00,,Return to Owner,Spayed Female,2555,7,"(5.0, 7.5]",2015-08-07 15:47,8,2015,Aug-15,Friday,15,1,2008,8,Aug-15,6 years,A530461,Dog,St. Bernard Rough Coat Mix,Brown/Tricolor,3401 Redbud Trl in Austin (TX),Normal,Stray,Spayed Female,1,2190,6,"(5.0, 7.5]",2015-08-06 16:09,8,2015,Aug-15,Thursday,16,1,0 days 23:38:00.000000000,0.984722222
9 years,A530547,2008-10-10 0:00,Foster,Adoption,Neutered Male,3285,9,"(7.5, 10.0]",2017-10-13 11:44,10,2017,Oct-17,Friday,11,1,2008,10,Oct-17,8 years,A530547,Dog,Australian Shepherd/Border Collie,Tan/Black,Shively Ln And Guerrero Ln in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2017-06-23 16:47,6,2017,Jun-17,Friday,16,1,111 days 18:57:00.000000000,111.7895833
13 years,A530589,2002-08-27 0:00,,Return to Owner,Spayed Female,4745,13,"(12.5, 15.0]",2015-08-29 12:11,8,2015,Aug-15,Saturday,12,1,2002,8,Aug-15,12 years,A530589,Dog,Labrador Retriever Mix,Black,Wm Cannon And Sunstrip Dr in Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2015-08-23 17:25,8,2015,Aug-15,Sunday,17,1,5 days 18:46:00.000000000,5.781944444
7 years,A530786,2008-09-14 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2016-03-11 11:19,3,2016,Mar-16,Friday,11,1,2008,9,Mar-16,7 years,A530786,Dog,Labrador Retriever/Greyhound,Black/White,Elm Creek Dr & Nogales Trail in Austin (TX),Normal,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2016-03-10 12:22,3,2016,Mar-16,Thursday,12,1,0 days 22:57:00.000000000,0.95625
6 years,A530793,2008-04-16 0:00,Partner,Transfer,Neutered Male,2190,6,"(5.0, 7.5]",2014-04-17 13:51,4,2014,Apr-14,Thursday,13,1,2008,4,Apr-14,5 years,A530793,Cat,Domestic Shorthair Mix,Blue,Outside Jurisdiction,Normal,Owner Surrender,Neutered Male,1,1825,5,"(2.5, 5.0]",2014-03-14 11:01,3,2014,Mar-14,Friday,11,1,34 days 02:50:00.000000000,34.11805556
5 years,A530793,2008-04-16 0:00,Foster,Adoption,Neutered Male,1825,5,"(2.5, 5.0]",2014-02-08 11:44,2,2014,Feb-14,Saturday,11,2,2008,4,Feb-14,5 years,A530793,Cat,Domestic Shorthair Mix,Blue,Boothill Dr in Austin (TX),Normal,Stray,Neutered Male,1,1825,5,"(2.5, 5.0]",2013-12-30 12:41,12,2013,Dec-13,Monday,12,2,39 days 23:03:00.000000000,39.96041667
8 years,A530800,2006-12-14 0:00,,Return to Owner,Neutered Male,2920,8,"(7.5, 10.0]",2015-01-25 13:30,1,2015,Jan-15,Sunday,13,1,2006,12,Jan-15,8 years,A530800,Dog,Labrador Retriever Mix,Chocolate/White,4010 1327 in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2015-01-25 13:01,1,2015,Jan-15,Sunday,13,1,0 days 00:29:00.000000000,0.020138889
7 years,A531069,2007-12-17 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2015-02-09 12:59,2,2015,Feb-15,Monday,12,1,2007,12,Feb-15,7 years,A531069,Dog,Beagle/Basset Hound,Black Brindle/White,S. 1St & William Cannon in Austin (TX),Normal,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2015-02-08 18:08,2,2015,Feb-15,Sunday,18,1,0 days 18:51:00.000000000,0.785416667
9 years,A531234,2006-12-19 0:00,,Return to Owner,Neutered Male,3285,9,"(7.5, 10.0]",2016-10-10 19:05,10,2016,Oct-16,Monday,19,1,2006,12,Oct-16,9 years,A531234,Dog,Labrador Retriever/Dachshund,Gold,S 1St First And Meadow Lea Dr in Austin (TX),Normal,Stray,Neutered Male,1,3285,9,"(7.5, 10.0]",2016-10-10 16:02,10,2016,Oct-16,Monday,16,1,0 days 03:03:00.000000000,0.127083333
7 years,A531278,2008-04-19 0:00,,Return to Owner,Intact Male,2555,7,"(5.0, 7.5]",2015-09-11 12:34,9,2015,Sep-15,Friday,12,1,2008,4,Sep-15,7 years,A531278,Dog,Pit Bull,Gray/White,14700 Earl Grey Ln in Travis (TX),Normal,Stray,Intact Male,1,2555,7,"(5.0, 7.5]",2015-09-11 11:15,9,2015,Sep-15,Friday,11,1,0 days 01:19:00.000000000,0.054861111
10 years,A531317,2007-06-20 0:00,,Adoption,Neutered Male,3650,10,"(7.5, 10.0]",2017-09-19 13:59,9,2017,Sep-17,Sunday,5,1,2007,6,Sep-17,10 years,A531317,Dog,Pit Bull Mix,Black/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,3650,10,"(7.5, 10.0]",2017-09-17 5:55,9,2017,Sep-17,Tuesday,13,1,2 days 08:04:00.000000000,2.336111111
8 years,A531379,2004-12-21 0:00,,Return to Owner,Neutered Male,2920,8,"(7.5, 10.0]",2013-11-26 19:10,11,2013,Nov-13,Tuesday,19,1,2004,12,Nov-13,8 years,A531379,Dog,Miniature Poodle Mix,White,Manchaca Rd And Slaughter Ln in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2013-11-26 17:06,11,2013,Nov-13,Tuesday,17,1,0 days 02:04:00.000000000,0.086111111
11 years,A531394,2003-12-22 0:00,,Adoption,Neutered Male,4015,11,"(10.0, 12.5]",2015-05-02 19:10,5,2015,May-15,Saturday,19,1,2003,12,May-15,11 years,A531394,Dog,Dachshund Stan Mix,Black/Tan,N Lamar Blvd & W Rundberg Ln in Austin (TX),Normal,Stray,Neutered Male,1,4015,11,"(10.0, 12.5]",2015-04-21 16:59,4,2015,Apr-15,Tuesday,16,1,11 days 02:11:00.000000000,11.09097222
9 years,A531398,2004-12-31 0:00,,Adoption,Neutered Male,3285,9,"(7.5, 10.0]",2014-06-01 18:14,6,2014,Jun-14,Sunday,18,1,2004,12,Jun-14,9 years,A531398,Dog,Chihuahua Shorthair Mix,Brown/White,Greyledge And Hermitage in Austin (TX),Normal,Stray,Neutered Male,1,3285,9,"(7.5, 10.0]",2014-05-04 17:04,5,2014,May-14,Sunday,17,1,28 days 01:10:00.000000000,28.04861111
10 years,A531549,2006-12-24 0:00,,Return to Owner,Neutered Male,3650,10,"(7.5, 10.0]",2017-10-23 17:47,10,2017,Oct-17,Monday,17,1,2006,12,Oct-17,10 years,A531549,Dog,Chihuahua Longhair Mix,Brown/White,Manchaca Road And Berkley Avenue in Austin (TX),Normal,Stray,Neutered Male,1,3650,10,"(7.5, 10.0]",2017-10-23 13:11,10,2017,Oct-17,Monday,13,1,0 days 04:36:00.000000000,0.191666667
6 years,A531598,2008-02-13 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2014-02-18 16:53,2,2014,Feb-14,Tuesday,16,1,2008,2,Feb-14,6 years,A531598,Dog,Border Collie,Black/White,3611 Brifal Path in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-02-18 12:24,2,2014,Feb-14,Tuesday,12,1,0 days 04:29:00.000000000,0.186805556
9 years,A531621,2006-12-26 0:00,,Return to Owner,Neutered Male,3285,9,"(7.5, 10.0]",2016-07-09 17:13,7,2016,Jul-16,Saturday,17,1,2006,12,Jul-16,9 years,A531621,Dog,Pit Bull Mix,Black/White,4700 Little Hill Circle in Austin (TX),Normal,Stray,Neutered Male,1,3285,9,"(7.5, 10.0]",2016-07-09 15:53,7,2016,Jul-16,Saturday,15,1,0 days 01:20:00.000000000,0.055555556
11 years,A531698,2003-12-27 0:00,Partner,Transfer,Spayed Female,4015,11,"(10.0, 12.5]",2015-05-20 17:07,5,2015,May-15,Wednesday,17,1,2003,12,May-15,11 years,A531698,Dog,Toy Poodle Mix,White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,4015,11,"(10.0, 12.5]",2015-05-17 12:07,5,2015,May-15,Sunday,12,1,3 days 05:00:00.000000000,3.208333333
11 years,A531698,2003-12-27 0:00,,Return to Owner,Spayed Female,4015,11,"(10.0, 12.5]",2015-03-24 14:32,3,2015,Mar-15,Tuesday,14,2,2003,12,Mar-15,11 years,A531698,Dog,Toy Poodle Mix,White,2347 Douglas St in Austin (TX),Normal,Stray,Spayed Female,1,4015,11,"(10.0, 12.5]",2015-03-23 18:18,3,2015,Mar-15,Monday,18,2,0 days 20:14:00.000000000,0.843055556
7 years,A531699,2007-12-27 0:00,Partner,Transfer,Spayed Female,2555,7,"(5.0, 7.5]",2015-05-20 17:07,5,2015,May-15,Wednesday,17,1,2007,12,May-15,7 years,A531699,Dog,Toy Poodle/Cocker Spaniel,Brown/Black,Austin (TX),Normal,Owner Surrender,Spayed Female,1,2555,7,"(5.0, 7.5]",2015-05-17 12:07,5,2015,May-15,Sunday,12,1,3 days 05:00:00.000000000,3.208333333
6 years,A531739,2008-02-29 0:00,,Adoption,Neutered Male,2190,6,"(5.0, 7.5]",2014-08-31 17:36,8,2014,Aug-14,Sunday,17,1,2008,2,Aug-14,6 years,A531739,Dog,Pointer Mix,White/Tan,Austin (TX),Normal,Owner Surrender,Neutered Male,1,2190,6,"(5.0, 7.5]",2014-07-20 12:00,7,2014,Jul-14,Sunday,12,1,42 days 05:36:00.000000000,42.23333333
7 years,A531969,2008-03-06 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2015-11-13 12:18,11,2015,Nov-15,Friday,0,1,2008,3,Nov-15,7 years,A531969,Dog,Pit Bull Mix,Black/White,Outside Jurisdiction,Normal,Owner Surrender,Neutered Male,1,2555,7,"(5.0, 7.5]",2015-11-13 0:00,11,2015,Nov-15,Friday,12,1,0 days 12:18:00.000000000,0.5125
