age_upon_intake,animal_id,animal_type,breed,color,datetime,datetime2,found_location,intake_condition,intake_type,name,sex_upon_intake
1 year,A722209,Cat,Domestic Shorthair Mix,Black/White,2016-03-12T15:32:00.000,2016-03-12T15:32:00.000,1106 Colony North Dr in Austin (TX),Normal,Stray,,Intact Male
2 months,A740309,Cat,Domestic Shorthair Mix,Brown Tabby,2016-12-14T17:57:00.000,2016-12-14T17:57:00.000,409 E William Cannon Dr in Austin (TX),Normal,Stray,*Numpkin,Intact Male
9 years,A607663,Dog,Catahoula/Plott Hound,Brown Brindle/White,2017-08-23T13:54:00.000,2017-08-23T13:54:00.000,Outside Jurisdiction,Normal,Owner Surrender,Chopper,Neutered Male
1 year,A681235,Dog,Cocker Spaniel Mix,Cream,2014-06-14T10:40:00.000,2014-06-14T10:40:00.000,9001 Tuscany Way in Austin (TX),Normal,Stray,Honey,Intact Female
1 month,A763073,Cat,Domestic Shorthair Mix,Black/White,2017-12-02T14:05:00.000,2017-12-02T14:05:00.000,Austin (TX),Normal,Owner Surrender,Delilah,Intact Female
2 years,A631529,Dog,Chihuahua Shorthair/Parson Russell Terrier,White,2014-05-10T11:49:00.000,2014-05-10T11:49:00.000,7100 Crystal Brook in Austin (TX),Normal,Stray,Lala,Spayed Female
5 years,A621962,Dog,Chihuahua Shorthair Mix,Tan,2014-12-18T11:39:00.000,2014-12-18T11:39:00.000,Austin (TX),Normal,Public Assist,Ginger,Spayed Female
1 year,A703784,Dog,Border Collie Mix,Black/White,2015-05-28T18:38:00.000,2015-05-28T18:38:00.000,1620 E Riverside Dr in Austin (TX),Normal,Stray,Spot,Intact Male
1 day,A755980,Cat,Domestic Shorthair Mix,Orange Tabby,2017-08-12T11:15:00.000,2017-08-12T11:15:00.000,Austin (TX),Normal,Owner Surrender,Anna,Intact Female
12 years,A693585,Dog,Yorkshire Terrier Mix,Blue/Tan,2014-12-10T18:19:00.000,2014-12-10T18:19:00.000,Pearce Ln And Los Cielos Blvd in Del Valle (TX),Normal,Owner Surrender,,Intact Female
1 year,A737882,Dog,Chihuahua Shorthair Mix,Tan,2016-11-12T11:26:00.000,2016-11-12T11:26:00.000,Outside Jurisdiction,Normal,Owner Surrender,,Spayed Female
2 years,A672263,Dog,Chihuahua Shorthair/Rat Terrier,White/Tan,2014-02-06T17:40:00.000,2014-02-06T17:40:00.000,1625 And Cliff Brook in Austin (TX),Normal,Stray,*Daisy,Intact Female
1 year,A717721,Dog,Pit Bull Mix,Brown/White,2015-12-13T15:19:00.000,2015-12-13T15:19:00.000,7201 Levander Loop in Austin (TX),Normal,Stray,*Ariel,Intact Female
2 years,A707856,Dog,Shiba Inu Mix,Tan,2015-07-19T11:00:00.000,2015-07-19T11:00:00.000,E 6Th St And Chicon St in Austin (TX),Normal,Stray,Dagger,Neutered Male
1 month,A751058,Cat,Domestic Shorthair Mix,Black,2017-06-03T16:41:00.000,2017-06-03T16:41:00.000,8526 Cornwall Dr in Austin (TX),Normal,Stray,*Slicer,Intact Male
10 years,A487013,Dog,Boxer/Pit Bull,White/Black,2015-05-15T13:54:00.000,2015-05-15T13:54:00.000,5302 Hwy 71 10B in Travis (TX),Sick,Public Assist,Mystical,Neutered Male
2 months,A738017,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-11-08T12:52:00.000,2016-11-08T12:52:00.000,133327 Black Canyon Dr in Austin (TX),Normal,Owner Surrender,*Ariel,Intact Female
16 years,A670595,Dog,Chow Chow Mix,Red,2014-01-10T16:21:00.000,2014-01-10T16:21:00.000,Austin (TX),Normal,Owner Surrender,Grace,Intact Female
1 year,A689899,Cat,Domestic Shorthair Mix,Orange Tabby,2014-10-11T11:22:00.000,2014-10-11T11:22:00.000,11901 Springwater Cir in Austin (TX),Normal,Stray,,Unknown
8 months,A757897,Dog,Labrador Retriever Mix,Black,2017-09-16T11:22:00.000,2017-09-16T11:22:00.000,Outside Jurisdiction,Normal,Owner Surrender,Pandora,Spayed Female
3 years,A710696,Dog,Great Pyrenees Mix,White,2015-09-03T12:44:00.000,2015-09-03T12:44:00.000,13350 Old Kimbro Rd in Travis (TX),Normal,Stray,*Justin,Intact Male
7 months,A710757,Dog,Pointer Mix,Tricolor,2015-08-27T12:01:00.000,2015-08-27T12:01:00.000,4001 N Lamar Blvd in Austin (TX),Normal,Stray,Coraje,Intact Male
1 year,A673604,Cat,Domestic Shorthair Mix,Orange Tabby,2014-02-27T12:21:00.000,2014-02-27T12:21:00.000,201 Provines Dr in Austin (TX),Normal,Stray,,Unknown
7 months,A711442,Dog,Boxer Mix,Blue/White,2015-09-07T00:01:00.000,2015-09-07T00:01:00.000,18617 Ulysses S Grant in Travis (TX),Normal,Stray,*Libby,Intact Female
7 years,A756940,Cat,Domestic Longhair Mix,Black,2017-08-28T11:39:00.000,2017-08-28T11:39:00.000,3107 Pinecrest Drive in Austin (TX),Injured,Stray,,Intact Female
3 years,A690726,Dog,Staffordshire Mix,Chocolate/White,2014-10-24T18:32:00.000,2014-10-24T18:32:00.000,5700 S 1St in Austin (TX),Normal,Stray,,Intact Female
3 years,A720217,Cat,Domestic Shorthair Mix,Black/White,2016-02-04T17:28:00.000,2016-02-04T17:28:00.000,8708 Coastal Dr in Austin (TX),Normal,Stray,,Neutered Male
1 month,A759792,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-10-07T13:54:00.000,2017-10-07T13:54:00.000,9510 Night Star Drive in Del Valle (TX),Normal,Stray,,Intact Female
1 year,A734682,Dog,Rat Terrier Mix,White/Tan,2016-09-11T09:37:00.000,2016-09-11T09:37:00.000,Del Valle (TX),Normal,Owner Surrender,Smokey,Neutered Male
2 years,A766796,Dog,Jack Russell Terrier Mix,Black/Tan,2018-02-16T16:40:00.000,2018-02-16T16:40:00.000,Brownie in Austin (TX),Normal,Stray,,Intact Male
3 weeks,A750049,Cat,Domestic Shorthair Mix,Brown Tabby,2017-05-23T11:16:00.000,2017-05-23T11:16:00.000,7902 Dee Gabriel Collins in Austin (TX),Normal,Stray,*Enchilada,Intact Female
2 years,A765209,Dog,Chihuahua Shorthair Mix,Chocolate/White,2018-01-15T12:52:00.000,2018-01-15T12:52:00.000,Austin (TX),Normal,Owner Surrender,Lucky,Intact Male
5 years,A688348,Dog,Miniature Poodle Mix,White,2014-09-18T12:28:00.000,2014-09-18T12:28:00.000,8028 Gessner in Austin (TX),Normal,Stray,Shaft,Neutered Male
2 years,A742313,Dog,Pit Bull Mix,Blue/White,2017-02-18T16:06:00.000,2017-02-18T16:06:00.000,4370 Mansfield Dam in Travis (TX),Normal,Stray,*Oona,Spayed Female
3 years,A672481,Dog,Beagle,Tricolor,2014-02-11T11:30:00.000,2014-02-11T11:30:00.000,1201 E Rundberg in Austin (TX),Injured,Stray,*Sochi,Intact Male
2 weeks,A714269,Cat,Domestic Shorthair Mix,Cream Tabby/White,2015-10-20T13:50:00.000,2015-10-20T13:50:00.000,8212 Barton Club Dr in Austin (TX),Nursing,Stray,,Intact Male
1 year,A765993,Dog,Labrador Retriever Mix,Yellow,2018-01-31T10:53:00.000,2018-01-31T10:53:00.000,Austin (TX),Normal,Stray,*Toby,Intact Male
1 year,A763204,Cat,Domestic Shorthair Mix,Tortie,2017-12-05T11:39:00.000,2017-12-05T11:39:00.000,600 Barwood Park in Austin (TX),Normal,Stray,Juno,Intact Female
2 years,A671162,Other,Bat,Brown/Black,2014-01-20T01:36:00.000,2014-01-20T01:36:00.000,2301 S Congress # G in Austin (TX),Normal,Wildlife,,Unknown
2 years,A749648,Dog,Labrador Retriever,Brown,2017-05-19T11:11:00.000,2017-05-19T11:11:00.000,Austin (TX),Normal,Public Assist,Karlee,Spayed Female
9 months,A666811,Cat,Siamese/Domestic Shorthair,Black,2013-11-07T15:20:00.000,2013-11-07T15:20:00.000,Austin (TX),Normal,Public Assist,Bear,Intact Male
2 years,A703347,Dog,Chihuahua Shorthair Mix,Tan,2015-05-23T13:46:00.000,2015-05-23T13:46:00.000,1822 W Braker Ln in Austin (TX),Normal,Stray,Peachy,Spayed Female
6 years,A699738,Cat,Domestic Shorthair Mix,Black/White,2015-04-01T17:25:00.000,2015-04-01T17:25:00.000,9300 Brents Elm Dr in Austin (TX),Injured,Stray,Wrinkle,Neutered Male
2 years,A676517,Other,Raccoon Mix,Gray/Black,2014-04-11T10:23:00.000,2014-04-11T10:23:00.000,11575 Jollyville in Austin (TX),Sick,Wildlife,,Unknown
4 weeks,A736230,Cat,Domestic Shorthair Mix,Gray,2016-10-07T10:03:00.000,2016-10-07T10:03:00.000,4631 Airport Blvd in Austin (TX),Injured,Stray,,Intact Female
2 months,A743481,Dog,German Shepherd/Labrador Retriever,Red/Brown,2017-02-11T11:28:00.000,2017-02-11T11:28:00.000,Austin (TX),Normal,Owner Surrender,Lillie,Intact Female
4 years,A721183,Dog,Chihuahua Shorthair Mix,Tan,2016-02-22T18:44:00.000,2016-02-22T18:44:00.000,Matamoros St And Santa Rita St in Austin (TX),Normal,Stray,*Joaquin,Neutered Male
1 month,A729645,Dog,Dachshund Longhair Mix,Tricolor,2016-06-21T15:19:00.000,2016-06-21T15:19:00.000,5000 Good Wood Side A in Austin (TX),Injured,Stray,Oliver,Intact Male
1 month,A732851,Cat,Domestic Shorthair,Chocolate Point,2016-08-13T16:29:00.000,2016-08-13T16:29:00.000,21306 Dodge Trl in Lago Vista (TX),Normal,Stray,,Intact Male
1 month,A749908,Dog,German Shepherd Mix,Tan,2017-05-21T11:58:00.000,2017-05-21T11:58:00.000,9801 Decker Lake Rd in Austin (TX),Normal,Stray,*Freddy,Intact Male
2 months,A687598,Dog,Pointer Mix,White/Brown,2014-09-07T11:29:00.000,2014-09-07T11:29:00.000,Becker Lane And Maha Loop in Travis (TX),Normal,Stray,,Intact Female
6 months,A687381,Dog,Pit Bull/Boxer,Brown Brindle/White,2014-09-04T11:15:00.000,2014-09-04T11:15:00.000,Austin (TX),Normal,Stray,Bruce,Intact Male
13 years,A684303,Cat,Domestic Shorthair Mix,Black,2014-07-21T15:38:00.000,2014-07-21T15:38:00.000,Austin (TX),Normal,Owner Surrender,Miracle,Spayed Female
4 weeks,A751546,Cat,Domestic Shorthair Mix,Black/White,2017-06-09T13:42:00.000,2017-06-09T13:42:00.000,4630 Westgate in Austin (TX),Sick,Stray,,Unknown
4 years,A739678,Dog,Basset Hound Mix,Brown/Black,2016-12-06T07:31:00.000,2016-12-06T07:31:00.000,5000 S 1St in Austin (TX),Injured,Stray,,Neutered Male
1 month,A681607,Cat,Domestic Shorthair Mix,White/Blue,2014-06-18T17:28:00.000,2014-06-18T17:28:00.000,6600 Cromarty Ln in Austin (TX),Normal,Stray,*Emily,Intact Female
1 month,A704572,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-06T13:16:00.000,2015-06-06T13:16:00.000,2415 West Pecan in Pflugerville (TX),Normal,Stray,*Marty,Intact Male
2 months,A758723,Cat,Domestic Shorthair Mix,Black,2017-09-20T16:17:00.000,2017-09-20T16:17:00.000,2204 Airport Blvd in Austin (TX),Normal,Stray,*Jack,Intact Male
9 months,A670551,Dog,Labrador Retriever Mix,Black,2014-01-10T03:18:00.000,2014-01-10T03:18:00.000,10801 Old Manchaca in Austin (TX),Normal,Stray,Judah,Intact Male
6 years,A743333,Dog,Chinese Sharpei/Labrador Retriever,Tan/White,2017-02-10T13:29:00.000,2017-02-10T13:29:00.000,1720 Wells Branch #5104 in Pflugerville (TX),Normal,Stray,Tonka,Neutered Male
5 years,A695881,Dog,Rottweiler,Black/Brown,2015-01-24T17:39:00.000,2015-01-24T17:39:00.000,E Riverside And Anise Dr in Austin (TX),Normal,Stray,*Bruno,Intact Male
1 year,A692167,Cat,Domestic Longhair Mix,Black/White,2014-11-15T16:35:00.000,2014-11-15T16:35:00.000,11703 Shoshone in Austin (TX),Normal,Stray,,Intact Female
9 months,A687423,Dog,Queensland Heeler Mix,Blue Tick,2014-09-04T15:38:00.000,2014-09-04T15:38:00.000,183 And Georgian in Austin (TX),Normal,Stray,*Rory,Intact Male
7 years,A749705,Dog,Staffordshire Mix,Blue/White,2017-05-18T14:49:00.000,2017-05-18T14:49:00.000,Austin (TX),Normal,Owner Surrender,Dusty,Intact Male
3 weeks,A714017,Cat,Domestic Shorthair Mix,Black,2015-10-16T17:29:00.000,2015-10-16T17:29:00.000,7227 E Hwy 290 in Austin (TX),Normal,Stray,*Bindy,Intact Female
15 years,A731382,Cat,Domestic Shorthair Mix,Black/White,2016-07-21T12:58:00.000,2016-07-21T12:58:00.000,Austin (TX),Normal,Owner Surrender,*Salvador,Neutered Male
1 year,A753950,Other,Bat Mix,Brown,2017-07-13T14:16:00.000,2017-07-13T14:16:00.000,106 E 6Th in Austin (TX),Normal,Wildlife,,Unknown
7 months,A670719,Dog,Dachshund/Beagle,Tricolor,2014-01-13T10:53:00.000,2014-01-13T10:53:00.000,9900 Roxanna in Austin (TX),Normal,Stray,,Intact Male
1 month,A722090,Cat,Domestic Shorthair Mix,Black,2016-03-10T14:32:00.000,2016-03-10T14:32:00.000,4600 Saloma Pl in Austin (TX),Normal,Stray,*Jill,Intact Female
3 years,A696286,Dog,Labrador Retriever Mix,Chocolate/White,2017-02-03T09:06:00.000,2017-02-03T09:06:00.000,Austin (TX),Normal,Owner Surrender,Brownie,Spayed Female
1 year,A732784,Cat,Domestic Shorthair Mix,Black/White,2016-08-13T11:38:00.000,2016-08-13T11:38:00.000,7619 Scenic Brook in Austin (TX),Sick,Public Assist,*Simon,Intact Male
1 year,A679873,Dog,Yorkshire Terrier Mix,Tan,2014-05-27T17:40:00.000,2014-05-27T17:40:00.000,1154 Nickols Ave. in Austin (TX),Normal,Stray,Red,Intact Female
2 years,A756322,Dog,Pit Bull Mix,Brown/White,2017-08-17T15:11:00.000,2017-08-17T15:11:00.000,14631 Branding Iron Pass in Travis (TX),Normal,Stray,*Americus,Intact Male
4 years,A732478,Dog,Anatol Shepherd,Brown/White,2016-08-12T12:40:00.000,2016-08-12T12:40:00.000,Leander (TX),Normal,Public Assist,Cowboy,Intact Male
2 months,A754706,Cat,Domestic Longhair Mix,Brown Tabby,2017-07-23T12:56:00.000,2017-07-23T12:56:00.000,3500 S Congress in Austin (TX),Normal,Stray,,Intact Male
3 months,A692891,Dog,Pit Bull Mix,Blue/White,2014-11-27T13:38:00.000,2014-11-27T13:38:00.000,5000 Coffee Cup Cove in Austin (TX),Sick,Stray,,Intact Female
3 weeks,A749580,Cat,Domestic Shorthair Mix,White/Blue Tabby,2017-05-16T17:34:00.000,2017-05-16T17:34:00.000,Pond Springs Rd And Hunters Chase Dr in Austin (TX),Normal,Stray,,Intact Male
1 month,A680182,Cat,Domestic Shorthair Mix,Brown Tabby,2014-05-30T15:01:00.000,2014-05-30T15:01:00.000,4800 Quicksilver in Austin (TX),Normal,Stray,*Brian,Intact Male
1 year,A720718,Bird,Chicken Mix,Black/Yellow,2016-02-14T16:02:00.000,2016-02-14T16:02:00.000,21413 Webber Oaks Cv in Travis (TX),Normal,Public Assist,Tito,Intact Male
1 year,A717186,Dog,Labrador Retriever Mix,Tan/White,2016-01-13T14:20:00.000,2016-01-13T14:20:00.000,Austin (TX),Normal,Owner Surrender,Max,Neutered Male
1 year,A718924,Other,Californian,White/Gray,2016-01-09T12:41:00.000,2016-01-09T12:41:00.000,Austin (TX),Normal,Owner Surrender,*Parsnip,Intact Female
3 months,A681218,Dog,Labrador Retriever/Catahoula,Buff,2014-06-13T18:06:00.000,2014-06-13T18:06:00.000,Austin (TX),Normal,Owner Surrender,,Intact Male
10 months,A753134,Dog,Pit Bull Mix,Black/Brown Brindle,2017-11-04T20:55:00.000,2017-11-04T20:55:00.000,6000 E Us 290 Hwy in Austin (TX),Normal,Stray,Freya,Spayed Female
2 months,A753652,Dog,Labrador Retriever Mix,Black/White,2017-07-09T13:56:00.000,2017-07-09T13:56:00.000,6101 Airport Blvd in Austin (TX),Normal,Stray,,Intact Male
4 years,A726551,Cat,Domestic Longhair Mix,Brown Tabby,2016-05-12T11:17:00.000,2016-05-12T11:17:00.000,203 Winchester Ct in Austin (TX),Normal,Stray,,Intact Male
1 year,A703668,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-27T18:28:00.000,2015-05-27T18:28:00.000,5211 Eilers Avenue in Austin (TX),Normal,Stray,Leia,Intact Female
4 months,A695781,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-01-22T16:36:00.000,2015-01-22T16:36:00.000,5305 Woodland Oaks Ct in Austin (TX),Normal,Stray,*Mickey,Intact Male
9 years,A670262,Dog,Pointer Mix,White/Tan,2016-01-04T11:00:00.000,2016-01-04T11:00:00.000,3003 Linnet Dr in Austin (TX),Normal,Stray,*Pippa,Spayed Female
1 year,A721070,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-02-20T13:44:00.000,2016-02-20T13:44:00.000,Bellflower in Austin (TX),Normal,Owner Surrender,Kiwi,Neutered Male
11 months,A741989,Dog,Smooth Fox Terrier/Jack Russell Terrier,White/Tan,2017-01-12T16:26:00.000,2017-01-12T16:26:00.000,Austin (TX),Injured,Owner Surrender,Dante,Intact Male
3 years,A747310,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-04-18T09:36:00.000,2017-04-18T09:36:00.000,Austin (TX),Normal,Owner Surrender,Mikey,Neutered Male
1 week,A726462,Cat,Domestic Shorthair Mix,Torbie,2016-05-11T11:30:00.000,2016-05-11T11:30:00.000,5400 Freidrich Ln in Austin (TX),Normal,Stray,,Unknown
1 month,A719273,Dog,Labrador Retriever Mix,Black/White,2016-01-16T13:55:00.000,2016-01-16T13:55:00.000,710 E Ben White in Austin (TX),Normal,Stray,Tallulah,Intact Female
4 weeks,A703326,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-23T12:00:00.000,2015-05-23T12:00:00.000,1905 East William Cannon in Austin (TX),Sick,Stray,,Unknown
2 months,A758722,Cat,Domestic Shorthair Mix,Black,2017-09-20T16:17:00.000,2017-09-20T16:17:00.000,2204 Airport Blvd in Austin (TX),Normal,Stray,*Jessie,Intact Female
4 weeks,A703807,Cat,Domestic Shorthair Mix,Blue Tabby/White,2015-05-29T11:16:00.000,2015-05-29T11:16:00.000,8718 Fm 812 in Travis (TX),Normal,Stray,*Max,Intact Male
1 year,A720487,Dog,Chihuahua Shorthair Mix,Black/Tan,2016-02-10T15:07:00.000,2016-02-10T15:07:00.000,Doyle Overton Rd And Hokanson Rd in Travis (TX),Normal,Stray,*Amador,Intact Male
1 year,A684716,Cat,Domestic Shorthair Mix,Black,2014-07-27T15:16:00.000,2014-07-27T15:16:00.000,Austin (TX),Normal,Owner Surrender,Morpheus,Intact Male
3 years,A676345,Dog,Norfolk Terrier/Yorkshire Terrier,Tan/Black,2014-05-13T17:36:00.000,2014-05-13T17:36:00.000,Austin (TX),Normal,Owner Surrender,Parker,Neutered Male
4 weeks,A728994,Other,Bat,Red,2016-06-12T12:30:00.000,2016-06-12T12:30:00.000,7917 Brockman St in Austin (TX),Normal,Wildlife,,Unknown
2 years,A757336,Dog,Labrador Retriever Mix,Black/White,2017-09-01T14:47:00.000,2017-09-01T14:47:00.000,Outside Jurisdiction,Normal,Public Assist,15,Intact Female
4 years,A673929,Cat,Angora Mix,White,2014-03-04T15:16:00.000,2014-03-04T15:16:00.000,100500 Redmond Rd in Austin (TX),Normal,Stray,,Spayed Female
9 years,A726562,Cat,Domestic Shorthair Mix,Blue/White,2016-05-12T12:01:00.000,2016-05-12T12:01:00.000,Austin (TX),Normal,Owner Surrender,Little Hero,Spayed Female
2 years,A725878,Cat,Domestic Shorthair Mix,Brown Tabby,2016-05-03T15:40:00.000,2016-05-03T15:40:00.000,4801 Monterey Oaks Blvd in Austin (TX),Normal,Stray,,Spayed Female
1 year,A682000,Dog,Bruss Griffon/Pug,Tan,2014-08-17T17:39:00.000,2014-08-17T17:39:00.000,Austin (TX),Normal,Public Assist,Lita,Intact Female
2 years,A681019,Dog,Chihuahua Shorthair Mix,Tan,2014-06-11T13:15:00.000,2014-06-11T13:15:00.000,Colony Creek And Galewood in Austin (TX),Normal,Stray,*Harold,Intact Male
2 years,A767945,Dog,Jack Russell Terrier Mix,White/Brown,2018-03-10T11:14:00.000,2018-03-10T11:14:00.000,14607 Highsmith St in Travis (TX),Normal,Public Assist,Joey,Neutered Male
4 years,A724663,Dog,Bichon Frise Mix,White,2016-04-20T11:18:00.000,2016-04-20T11:18:00.000,12600 Claremont Cir in Del Valle (TX),Normal,Stray,Kenny,Intact Male
1 month,A704107,Dog,Chihuahua Shorthair Mix,Black/White,2015-06-01T15:58:00.000,2015-06-01T15:58:00.000,11603 Hidden Quail in Austin (TX),Normal,Stray,Bella,Intact Female
13 years,A544916,Dog,Pit Bull,Blue,2015-02-19T14:47:00.000,2015-02-19T14:47:00.000,9009 Georgian Drive in Austin (TX),Aged,Owner Surrender,Blue,Intact Male
9 months,A669780,Dog,Australian Cattle Dog Mix,Red Merle/White,2013-12-27T11:06:00.000,2013-12-27T11:06:00.000,7200 Kellam in Del Valle (TX),Normal,Stray,*Nick,Intact Male
4 years,A663673,Dog,Great Pyrenees Mix,White,2013-10-02T14:27:00.000,2013-10-02T14:27:00.000,Travis (TX),Normal,Owner Surrender,Frosty,Intact Male
2 years,A739312,Dog,Wire Hair Fox Terrier Mix,White/Tan,2016-11-30T19:23:00.000,2016-11-30T19:23:00.000,14238 Layne Loop in Travis (TX),Normal,Stray,Razzle,Intact Male
3 months,A686135,Dog,American Pit Bull Terrier Mix,Brown Brindle/White,2014-08-16T18:48:00.000,2014-08-16T18:48:00.000,Del Valle (TX),Normal,Owner Surrender,Polo,Intact Male
1 year,A693816,Dog,Rat Terrier Mix,Brown/White,2014-12-15T11:03:00.000,2014-12-15T11:03:00.000,Bolm Rd & Gardner Rd in Austin (TX),Normal,Stray,,Intact Male
2 weeks,A702748,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-17T13:13:00.000,2015-05-17T13:13:00.000,19379 Wilkey Lane in Pflugerville (TX),Normal,Stray,,Unknown
4 weeks,A702421,Cat,Domestic Shorthair Mix,Black/White,2015-05-13T13:38:00.000,2015-05-13T13:38:00.000,16006 Agua Vista in Austin (TX),Normal,Stray,*Folger,Intact Male
1 year,A728865,Dog,Cairn Terrier Mix,Tan/White,2016-06-25T13:07:00.000,2016-06-25T13:07:00.000,8616 Costal Dr in Austin (TX),Normal,Owner Surrender,Lola,Spayed Female
3 years,A694745,Dog,Pit Bull Mix,Brown,2015-01-03T15:33:00.000,2015-01-03T15:33:00.000,Pedernales And E 4Th St in Austin (TX),Normal,Stray,Herc,Intact Male
11 years,A434523,Cat,Siamese Mix,Lilac Point,2015-11-20T14:18:00.000,2015-11-20T14:18:00.000,400 W Anderson in Austin (TX),Normal,Stray,,Spayed Female
1 year,A674716,Other,Silver Mix,Brown,2014-03-17T13:07:00.000,2014-03-17T13:07:00.000,Bolm And Springdale in Austin (TX),Normal,Stray,*Balsamic,Intact Male
5 weeks,A726666,Dog,Queensland Heeler Mix,Blue Tick/Black,2016-05-12T19:24:00.000,2016-05-12T19:24:00.000,7201 Levander Loop in Austin (TX),Normal,Stray,,Intact Male
1 month,A667927,Dog,German Shepherd/Mastiff,Tan,2013-12-22T15:49:00.000,2013-12-22T15:49:00.000,1806 Somerset Dr in Round Rock (TX),Normal,Owner Surrender,Sadie,Spayed Female
1 month,A732251,Cat,Domestic Shorthair Mix,White/Black,2016-08-04T17:46:00.000,2016-08-04T17:46:00.000,9002 Hunters Trace in Austin (TX),Normal,Stray,,Intact Female
3 weeks,A691641,Cat,Domestic Shorthair Mix,Brown Tabby,2014-11-07T14:43:00.000,2014-11-07T14:43:00.000,700 South 1St in Austin (TX),Normal,Stray,,Intact Male
4 years,A668184,Dog,Cardigan Welsh Corgi Mix,Black/White,2016-05-11T14:37:00.000,2016-05-11T14:37:00.000,Austin (TX),Normal,Stray,Pecas,Spayed Female
0 years,A694310,Dog,Pit Bull Mix,Chocolate/White,2014-12-25T12:31:00.000,2014-12-25T12:31:00.000,12201 Von Quintus Road in Austin (TX),Normal,Stray,,Intact Female
4 years,A720402,Dog,Lhasa Apso Mix,Black/White,2016-02-08T16:29:00.000,2016-02-08T16:29:00.000,Manor And Airport in Austin (TX),Normal,Stray,*Stanley,Neutered Male
1 month,A686974,Cat,Russian Blue Mix,Blue,2014-08-29T15:25:00.000,2014-08-29T15:25:00.000,13904 Old Hwy 20 in Manor (TX),Normal,Stray,*Beau,Intact Male
2 years,A691584,Dog,Labrador Retriever Mix,Tan/White,2015-05-20T17:28:00.000,2015-05-20T17:28:00.000,Austin (TX),Normal,Public Assist,Luke,Neutered Male
2 years,A669583,Dog,Cardigan Welsh Corgi Mix,Chocolate/Tan,2013-12-23T14:12:00.000,2013-12-23T14:12:00.000,303 John Nance Garner in Austin (TX),Normal,Stray,Percy,Intact Male
2 years,A675840,Dog,Chihuahua Shorthair Mix,Tan/White,2014-06-23T10:15:00.000,2014-06-23T10:15:00.000,Del Valle (TX),Normal,Owner Surrender,Peppy,Neutered Male
15 years,A669210,Dog,Chihuahua Shorthair Mix,White,2013-12-17T11:11:00.000,2013-12-17T11:11:00.000,Cesar Chavez And N Ih 35 in Austin (TX),Normal,Stray,Chula,Spayed Female
